    gen	allel	   Ho	   Hs	   Ht	  Fis	  Fst	  Fit
  201	903.50	0.0000	0.9933	0.9980	1.0000	0.0047	1.0000
  202	903.80	0.0000	0.9933	0.9980	1.0000	0.0047	1.0000
  203	906.10	0.0000	0.9933	0.9980	1.0000	0.0047	1.0000
  204	905.00	0.0000	0.9933	0.9980	1.0000	0.0047	1.0000
  205	904.00	0.0000	0.9933	0.9980	1.0000	0.0047	1.0000
  206	905.40	0.0000	0.9933	0.9980	1.0000	0.0047	1.0000
  207	904.60	0.0000	0.9933	0.9980	1.0000	0.0047	1.0000
  208	908.90	0.0000	0.9933	0.9980	1.0000	0.0047	1.0000
  209	902.40	0.0000	0.9932	0.9980	1.0000	0.0048	1.0000
  210	903.90	0.0000	0.9932	0.9980	1.0000	0.0048	1.0000
  211	898.50	0.0000	0.9932	0.9980	1.0000	0.0048	1.0000
  212	905.30	0.0000	0.9932	0.9980	1.0000	0.0047	1.0000
  213	901.90	0.0000	0.9933	0.9980	1.0000	0.0047	1.0000
  214	899.90	0.0000	0.9932	0.9980	1.0000	0.0048	1.0000
  215	901.90	0.0000	0.9932	0.9980	1.0000	0.0047	1.0000
  216	902.50	0.0000	0.9932	0.9980	1.0000	0.0048	1.0000
  217	902.60	0.0000	0.9932	0.9980	1.0000	0.0048	1.0000
  218	901.80	0.0000	0.9932	0.9980	1.0000	0.0048	1.0000
  219	904.00	0.0000	0.9932	0.9980	1.0000	0.0048	1.0000
  220	901.60	0.0000	0.9932	0.9980	1.0000	0.0048	1.0000
  221	903.20	0.0000	0.9932	0.9980	1.0000	0.0048	1.0000
  222	902.60	0.0000	0.9932	0.9980	1.0000	0.0048	1.0000
  223	902.80	0.0000	0.9933	0.9980	1.0000	0.0047	1.0000
  224	900.10	0.0000	0.9933	0.9980	1.0000	0.0047	1.0000
  225	899.60	0.0000	0.9933	0.9980	1.0000	0.0047	1.0000
  226	898.40	0.0000	0.9933	0.9980	1.0000	0.0047	1.0000
  227	900.70	0.0000	0.9932	0.9980	1.0000	0.0048	1.0000
  228	900.30	0.0000	0.9932	0.9980	1.0000	0.0048	1.0000
  229	899.80	0.0000	0.9932	0.9980	1.0000	0.0048	1.0000
  230	903.60	0.0000	0.9932	0.9980	1.0000	0.0048	1.0000
  231	902.30	0.0000	0.9931	0.9980	1.0000	0.0049	1.0000
  232	900.60	0.0000	0.9932	0.9980	1.0000	0.0048	1.0000
  233	903.90	0.0000	0.9932	0.9980	1.0000	0.0047	1.0000
  234	899.20	0.0000	0.9932	0.9980	1.0000	0.0048	1.0000
  235	900.70	0.0000	0.9933	0.9980	1.0000	0.0047	1.0000
  236	902.90	0.0000	0.9933	0.9980	1.0000	0.0047	1.0000
  237	906.60	0.0000	0.9933	0.9980	1.0000	0.0047	1.0000
  238	905.40	0.0000	0.9934	0.9980	1.0000	0.0046	1.0000
  239	905.10	0.0000	0.9933	0.9980	1.0000	0.0047	1.0000
  240	902.80	0.0000	0.9932	0.9980	1.0000	0.0047	1.0000
  241	901.90	0.0000	0.9932	0.9980	1.0000	0.0047	1.0000
  242	898.00	0.0000	0.9932	0.9979	1.0000	0.0048	1.0000
  243	898.10	0.0000	0.9932	0.9980	1.0000	0.0048	1.0000
  244	894.80	0.0000	0.9931	0.9979	1.0000	0.0049	1.0000
  245	897.40	0.0000	0.9931	0.9979	1.0000	0.0049	1.0000
  246	895.10	0.0000	0.9931	0.9980	1.0000	0.0049	1.0000
