    gen	allel	   Ho	   Hs	   Ht	  Fis	  Fst	  Fit
  210	50.80	0.0000	0.9584	0.9585	1.0000	0.0002	1.0000
  211	50.10	0.0000	0.9578	0.9579	1.0000	0.0001	1.0000
  212	50.00	0.0000	0.9585	0.9584	1.0000	-0.0001	1.0000
  213	50.00	0.0000	0.9579	0.9578	1.0000	-0.0001	1.0000
  214	50.00	0.0000	0.9568	0.9570	1.0000	0.0001	1.0000
  215	49.50	0.0000	0.9589	0.9589	1.0000	0.0000	1.0000
  216	48.40	0.0000	0.9571	0.9571	1.0000	-0.0000	1.0000
  217	47.50	0.0000	0.9577	0.9575	1.0000	-0.0001	1.0000
  218	48.00	0.0000	0.9553	0.9554	1.0000	0.0001	1.0000
  219	47.10	0.0000	0.9553	0.9554	1.0000	0.0001	1.0000
  220	47.30	0.0000	0.9550	0.9549	1.0000	-0.0001	1.0000
  221	47.10	0.0000	0.9554	0.9554	1.0000	-0.0000	1.0000
  222	46.70	0.0000	0.9575	0.9575	1.0000	-0.0000	1.0000
  223	47.00	0.0000	0.9567	0.9568	1.0000	0.0001	1.0000
  224	46.70	0.0000	0.9578	0.9578	1.0000	0.0000	1.0000
  225	47.10	0.0000	0.9571	0.9571	1.0000	0.0000	1.0000
  226	46.10	0.0000	0.9562	0.9563	1.0000	0.0001	1.0000
  227	46.00	0.0000	0.9567	0.9566	1.0000	-0.0001	1.0000
  228	46.10	0.0000	0.9569	0.9569	1.0000	-0.0000	1.0000
  229	45.80	0.0000	0.9568	0.9569	1.0000	0.0002	1.0000
  230	45.50	0.0000	0.9564	0.9564	1.0000	0.0000	1.0000
  231	45.40	0.0000	0.9553	0.9554	1.0000	0.0001	1.0000
  232	44.00	0.0000	0.9534	0.9535	1.0000	0.0001	1.0000
  233	44.40	0.0000	0.9545	0.9545	1.0000	0.0000	1.0000
  234	44.10	0.0000	0.9548	0.9550	1.0000	0.0003	1.0000
  235	43.50	0.0000	0.9550	0.9550	1.0000	0.0001	1.0000
  236	43.20	0.0000	0.9552	0.9553	1.0000	0.0001	1.0000
  237	43.00	0.0000	0.9546	0.9547	1.0000	0.0001	1.0000
  238	42.50	0.0000	0.9552	0.9554	1.0000	0.0002	1.0000
  239	42.30	0.0000	0.9560	0.9561	1.0000	0.0002	1.0000
  240	41.30	0.0000	0.9561	0.9562	1.0000	0.0001	1.0000
  241	41.60	0.0000	0.9554	0.9553	1.0000	-0.0001	1.0000
  242	40.40	0.0000	0.9555	0.9555	1.0000	0.0000	1.0000
  243	40.30	0.0000	0.9563	0.9564	1.0000	0.0000	1.0000
  244	39.50	0.0000	0.9563	0.9564	1.0000	0.0001	1.0000
